month,state,industry,claim_type,claims_count_actual
2017-07,MA,Healthcare,LostTime,6
2017-07,MA,Manufacturing,Indemnity,1
2017-07,MA,Manufacturing,LostTime,8
2017-07,MD,Construction,Indemnity,1
2017-07,MD,Manufacturing,LostTime,1
2017-07,ME,Construction,Indemnity,1
2017-07,ME,Healthcare,Indemnity,1
2017-07,ME,Healthcare,LostTime,2
2017-07,ME,Manufacturing,Indemnity,3
2017-07,ME,Manufacturing,LostTime,3
2017-07,MO,Construction,LostTime,2
2017-07,MO,Healthcare,LostTime,1
2017-07,MO,Manufacturing,Indemnity,8
2017-07,MO,Manufacturing,LostTime,13
2017-07,MS,Construction,LostTime,4
2017-07,MS,Healthcare,LostTime,1
2017-07,MS,Manufacturing,Indemnity,6
2017-07,MS,Manufacturing,LostTime,6
2017-07,MT,Construction,Indemnity,1
2017-07,MT,Construction,LostTime,1
2017-07,MT,Manufacturing,Indemnity,2
2017-07,MT,Manufacturing,LostTime,2
2017-07,NC,Manufacturing,LostTime,2
2017-07,ND,Construction,LostTime,1
2017-07,ND,Manufacturing,Indemnity,1
2017-07,ND,Manufacturing,LostTime,4
2017-07,NE,Healthcare,Indemnity,1
2017-07,NE,Healthcare,LostTime,1
2017-07,NE,Manufacturing,Indemnity,4
2017-07,NE,Manufacturing,LostTime,7
2017-07,NH,Construction,LostTime,1
2017-07,NH,Manufacturing,Indemnity,1
2017-07,NJ,Construction,LostTime,3
2017-07,NJ,Healthcare,LostTime,1
2017-07,NJ,Manufacturing,Indemnity,4
2017-07,NJ,Manufacturing,LostTime,9
2017-07,NM,Manufacturing,LostTime,1
2017-07,NY,Construction,Indemnity,3
2017-07,NY,Construction,LostTime,11
2017-07,NY,Healthcare,Indemnity,1
2017-07,NY,Healthcare,LostTime,4
2017-07,NY,Manufacturing,Indemnity,5
2017-07,NY,Manufacturing,LostTime,25
2017-07,OH,Construction,Indemnity,1
2017-07,OH,Construction,LostTime,7
2017-07,OH,Healthcare,Indemnity,3
2017-07,OH,Healthcare,LostTime,8
2017-07,OH,Manufacturing,Indemnity,23
2017-07,OH,Manufacturing,LostTime,24
2017-07,OK,Construction,LostTime,5
2017-07,OK,Healthcare,LostTime,1
2017-07,OK,Manufacturing,Indemnity,6
2017-07,OK,Manufacturing,LostTime,9
2017-07,OR,Manufacturing,Indemnity,1
2017-07,PA,Construction,Indemnity,2
2017-07,PA,Construction,LostTime,19
2017-07,PA,Healthcare,Indemnity,3
2017-07,PA,Healthcare,LostTime,8
2017-07,PA,Manufacturing,Indemnity,26
2017-07,PA,Manufacturing,LostTime,35
2017-07,RI,Construction,LostTime,1
2017-07,RI,Healthcare,LostTime,1
2017-07,SC,Manufacturing,Indemnity,1
2017-07,SC,Manufacturing,LostTime,1
2017-07,SD,Construction,LostTime,1
2017-07,SD,Manufacturing,Indemnity,1
2017-07,SD,Manufacturing,LostTime,2
2017-07,TX,Construction,Indemnity,2
2017-07,TX,Construction,LostTime,36
2017-07,TX,Healthcare,Indemnity,1
2017-07,TX,Healthcare,LostTime,13
2017-07,TX,Manufacturing,Indemnity,37
2017-07,TX,Manufacturing,LostTime,59
2017-07,VA,Construction,LostTime,1
2017-07,VA,Manufacturing,Indemnity,1
2017-07,VA,Manufacturing,LostTime,2
2017-07,WA,Manufacturing,Indemnity,1
2017-07,WI,Construction,Indemnity,1
2017-07,WI,Construction,LostTime,5
2017-07,WI,Healthcare,LostTime,3
2017-07,WI,Manufacturing,Indemnity,20
2017-07,WI,Manufacturing,LostTime,21
2017-07,WV,Construction,LostTime,2
2017-07,WV,Manufacturing,Indemnity,1
2017-07,WV,Manufacturing,LostTime,8
2017-08,AL,Construction,Indemnity,1
2017-08,AL,Construction,LostTime,4
2017-08,AL,Healthcare,LostTime,2
2017-08,AL,Manufacturing,Indemnity,7
2017-08,AL,Manufacturing,LostTime,17
2017-08,AR,Construction,Indemnity,2
2017-08,AR,Construction,LostTime,3
2017-08,AR,Healthcare,LostTime,2
2017-08,AR,Manufacturing,Indemnity,6
2017-08,AR,Manufacturing,LostTime,7
2017-08,CA,Manufacturing,LostTime,4
2017-08,CO,Construction,Indemnity,4
2017-08,CO,Construction,LostTime,5
2017-08,CO,Healthcare,Indemnity,1
2017-08,CO,Healthcare,LostTime,3
2017-08,CO,Manufacturing,Indemnity,6
2017-08,CO,Manufacturing,LostTime,8
2017-08,CT,Construction,Indemnity,1
2017-08,CT,Construction,LostTime,1
2017-08,CT,Healthcare,LostTime,1
2017-08,CT,Manufacturing,Indemnity,4
2017-08,CT,Manufacturing,LostTime,7
2017-08,DC,Construction,LostTime,2
2017-08,DC,Healthcare,LostTime,2
2017-08,DC,Manufacturing,LostTime,2
2017-08,DE,Manufacturing,Indemnity,1
2017-08,DE,Manufacturing,LostTime,1
2017-08,FL,Construction,Indemnity,2
2017-08,FL,Construction,LostTime,28
2017-08,FL,Healthcare,Indemnity,1
2017-08,FL,Healthcare,LostTime,16
2017-08,FL,Manufacturing,Indemnity,7
2017-08,FL,Manufacturing,LostTime,45
2017-08,GA,Construction,LostTime,5
2017-08,GA,Healthcare,Indemnity,1
2017-08,GA,Healthcare,LostTime,3
2017-08,GA,Manufacturing,Indemnity,12
2017-08,GA,Manufacturing,LostTime,28
2017-08,ID,Construction,LostTime,3
2017-08,ID,Manufacturing,Indemnity,4
2017-08,ID,Manufacturing,LostTime,7
2017-08,IL,Construction,Indemnity,2
2017-08,IL,Construction,LostTime,12
2017-08,IL,Healthcare,Indemnity,1
2017-08,IL,Healthcare,LostTime,5
2017-08,IL,Manufacturing,Indemnity,11
2017-08,IL,Manufacturing,LostTime,31
2017-08,KS,Construction,LostTime,1
2017-08,KS,Healthcare,Indemnity,1
2017-08,KS,Healthcare,LostTime,1
2017-08,KS,Manufacturing,Indemnity,5
2017-08,KS,Manufacturing,LostTime,12
2017-08,LA,Construction,Indemnity,2
2017-08,LA,Construction,LostTime,3
2017-08,LA,Healthcare,LostTime,2
2017-08,LA,Manufacturing,Indemnity,3
2017-08,LA,Manufacturing,LostTime,15
2017-08,MA,Construction,Indemnity,1
2017-08,MA,Construction,LostTime,4
2017-08,MA,Healthcare,Indemnity,1
2017-08,MA,Healthcare,LostTime,1
2017-08,MA,Manufacturing,Indemnity,3
2017-08,MA,Manufacturing,LostTime,5
2017-08,MD,Healthcare,LostTime,1
2017-08,MD,Manufacturing,LostTime,2
2017-08,ME,Manufacturing,Indemnity,4
2017-08,ME,Manufacturing,LostTime,4
2017-08,MI,Manufacturing,LostTime,1
2017-08,MO,Construction,Indemnity,2
2017-08,MO,Construction,LostTime,5
2017-08,MO,Healthcare,LostTime,2
2017-08,MO,Manufacturing,Indemnity,9
2017-08,MO,Manufacturing,LostTime,13
2017-08,MS,Construction,LostTime,3
2017-08,MS,Healthcare,LostTime,1
2017-08,MS,Manufacturing,Indemnity,5
2017-08,MS,Manufacturing,LostTime,12
2017-08,MT,Construction,LostTime,2
2017-08,MT,Manufacturing,LostTime,3
2017-08,NC,Manufacturing,LostTime,2
2017-08,ND,Construction,Indemnity,1
2017-08,ND,Healthcare,LostTime,1
2017-08,ND,Manufacturing,Indemnity,4
2017-08,ND,Manufacturing,LostTime,5
2017-08,NE,Construction,Indemnity,1
2017-08,NE,Manufacturing,Indemnity,2
2017-08,NE,Manufacturing,LostTime,9
2017-08,NH,Healthcare,LostTime,1
2017-08,NH,Manufacturing,Indemnity,1
2017-08,NH,Manufacturing,LostTime,2
2017-08,NJ,Construction,Indemnity,1
2017-08,NJ,Construction,LostTime,4
2017-08,NJ,Healthcare,LostTime,6
2017-08,NJ,Manufacturing,Indemnity,7
2017-08,NJ,Manufacturing,LostTime,13
2017-08,NM,Manufacturing,LostTime,1
2017-08,NY,Construction,Indemnity,1
2017-08,NY,Construction,LostTime,10
2017-08,NY,Healthcare,Indemnity,2
2017-08,NY,Healthcare,LostTime,6
2017-08,NY,Manufacturing,Indemnity,10
2017-08,NY,Manufacturing,LostTime,24
2017-08,OH,Construction,Indemnity,4
2017-08,OH,Construction,LostTime,7
2017-08,OH,Healthcare,Indemnity,2
2017-08,OH,Healthcare,LostTime,9
2017-08,OH,Manufacturing,Indemnity,24
2017-08,OH,Manufacturing,LostTime,34
2017-08,OK,Construction,Indemnity,1
2017-08,OK,Construction,LostTime,1
2017-08,OK,Manufacturing,Indemnity,5
2017-08,OK,Manufacturing,LostTime,14
2017-08,OR,Manufacturing,LostTime,1
2017-08,PA,Construction,Indemnity,2
2017-08,PA,Construction,LostTime,14
2017-08,PA,Healthcare,LostTime,11
2017-08,PA,Manufacturing,Indemnity,26
2017-08,PA,Manufacturing,LostTime,30
2017-08,RI,Healthcare,LostTime,2
2017-08,RI,Manufacturing,Indemnity,3
2017-08,RI,Manufacturing,LostTime,2
2017-08,SC,Manufacturing,LostTime,2
2017-08,SD,Construction,LostTime,1
2017-08,SD,Manufacturing,Indemnity,2
2017-08,SD,Manufacturing,LostTime,1
2017-08,TN,Construction,LostTime,1
2017-08,TX,Construction,Indemnity,5
2017-08,TX,Construction,LostTime,23
2017-08,TX,Healthcare,Indemnity,1
2017-08,TX,Healthcare,LostTime,19
2017-08,TX,Manufacturing,Indemnity,28
2017-08,TX,Manufacturing,LostTime,68
2017-08,UT,Manufacturing,LostTime,1
2017-08,VA,Manufacturing,Indemnity,1
2017-08,VA,Manufacturing,LostTime,4
2017-08,WA,Manufacturing,LostTime,1
2017-08,WI,Construction,Indemnity,2
2017-08,WI,Construction,LostTime,2
2017-08,WI,Healthcare,Indemnity,1
2017-08,WI,Healthcare,LostTime,6
2017-08,WI,Manufacturing,Indemnity,11
2017-08,WI,Manufacturing,LostTime,16
2017-08,WV,Healthcare,Indemnity,2
2017-08,WV,Healthcare,LostTime,1
2017-08,WV,Manufacturing,Indemnity,4
2017-08,WV,Manufacturing,LostTime,3
2017-09,AL,Construction,LostTime,4
2017-09,AL,Healthcare,LostTime,1
2017-09,AL,Manufacturing,Indemnity,3
2017-09,AL,Manufacturing,LostTime,9
2017-09,AR,Healthcare,Indemnity,1
2017-09,AR,Healthcare,LostTime,1
2017-09,AR,Manufacturing,Indemnity,6
2017-09,AR,Manufacturing,LostTime,12
2017-09,CA,Manufacturing,Indemnity,1
2017-09,CA,Manufacturing,LostTime,6
2017-09,CO,Construction,Indemnity,1
2017-09,CO,Construction,LostTime,5
2017-09,CO,Healthcare,Indemnity,1
2017-09,CO,Healthcare,LostTime,1
2017-09,CO,Manufacturing,Indemnity,3
2017-09,CO,Manufacturing,LostTime,14
2017-09,CT,Manufacturing,Indemnity,4
2017-09,CT,Manufacturing,LostTime,2
2017-09,DC,Construction,Indemnity,1
2017-09,DE,Construction,LostTime,1
2017-09,DE,Manufacturing,Indemnity,2
2017-09,DE,Manufacturing,LostTime,1
2017-09,FL,Construction,Indemnity,2
2017-09,FL,Construction,LostTime,22
2017-09,FL,Healthcare,Indemnity,1
2017-09,FL,Healthcare,LostTime,12
2017-09,FL,Manufacturing,Indemnity,8
2017-09,FL,Manufacturing,LostTime,41
2017-09,GA,Construction,Indemnity,1
2017-09,GA,Construction,LostTime,4
2017-09,GA,Healthcare,LostTime,4
2017-09,GA,Manufacturing,Indemnity,9
2017-09,GA,Manufacturing,LostTime,32
2017-09,HI,Manufacturing,Indemnity,1
2017-09,ID,Construction,LostTime,1
2017-09,ID,Healthcare,LostTime,1
2017-09,ID,Manufacturing,Indemnity,1
2017-09,ID,Manufacturing,LostTime,6
2017-09,IL,Construction,Indemnity,2
2017-09,IL,Construction,LostTime,4
2017-09,IL,Healthcare,Indemnity,1
2017-09,IL,Healthcare,LostTime,4
2017-09,IL,Manufacturing,Indemnity,12
2017-09,IL,Manufacturing,LostTime,29
2017-09,KS,Construction,LostTime,3
2017-09,KS,Manufacturing,Indemnity,3
2017-09,KS,Manufacturing,LostTime,7
2017-09,LA,Construction,LostTime,2
2017-09,LA,Healthcare,LostTime,3
2017-09,LA,Manufacturing,Indemnity,3
2017-09,LA,Manufacturing,LostTime,14
2017-09,MA,Healthcare,Indemnity,3
2017-09,MA,Healthcare,LostTime,1
2017-09,MA,Manufacturing,Indemnity,5
2017-09,MA,Manufacturing,LostTime,9
2017-09,MD,Manufacturing,LostTime,2
2017-09,ME,Manufacturing,Indemnity,4
2017-09,ME,Manufacturing,LostTime,3
2017-09,MI,Manufacturing,LostTime,1
2017-09,MO,Construction,LostTime,3
2017-09,MO,Manufacturing,Indemnity,10
2017-09,MO,Manufacturing,LostTime,8
2017-09,MS,Healthcare,LostTime,1
2017-09,MS,Manufacturing,Indemnity,6
2017-09,MS,Manufacturing,LostTime,4
2017-09,MT,Manufacturing,Indemnity,1
2017-09,MT,Manufacturing,LostTime,3
2017-09,ND,Manufacturing,Indemnity,2
2017-09,ND,Manufacturing,LostTime,5
2017-09,NE,Construction,LostTime,2
2017-09,NE,Manufacturing,Indemnity,7
2017-09,NE,Manufacturing,LostTime,3
2017-09,NH,Construction,LostTime,1
2017-09,NH,Healthcare,LostTime,1
2017-09,NJ,Construction,LostTime,3
2017-09,NJ,Healthcare,Indemnity,1
2017-09,NJ,Healthcare,LostTime,2
2017-09,NJ,Manufacturing,Indemnity,3
2017-09,NJ,Manufacturing,LostTime,7
2017-09,NY,Construction,Indemnity,1
2017-09,NY,Construction,LostTime,10
2017-09,NY,Healthcare,LostTime,2
2017-09,NY,Manufacturing,Indemnity,11
2017-09,NY,Manufacturing,LostTime,20
2017-09,OH,Construction,Indemnity,3
2017-09,OH,Construction,LostTime,5
2017-09,OH,Healthcare,Indemnity,2
2017-09,OH,Healthcare,LostTime,7
2017-09,OH,Manufacturing,Indemnity,24
2017-09,OH,Manufacturing,LostTime,28
2017-09,OK,Construction,LostTime,3
2017-09,OK,Healthcare,LostTime,1
2017-09,OK,Manufacturing,Indemnity,6
2017-09,OK,Manufacturing,LostTime,14
2017-09,PA,Construction,Indemnity,2
2017-09,PA,Construction,LostTime,11
2017-09,PA,Healthcare,LostTime,8
2017-09,PA,Manufacturing,Indemnity,16
2017-09,PA,Manufacturing,LostTime,23
2017-09,RI,Construction,LostTime,2
2017-09,RI,Healthcare,LostTime,1
2017-09,RI,Manufacturing,Indemnity,1
2017-09,RI,Manufacturing,LostTime,1
2017-09,SC,Manufacturing,LostTime,2
2017-09,SD,Construction,LostTime,2
2017-09,SD,Manufacturing,Indemnity,2
2017-09,SD,Manufacturing,LostTime,4
2017-09,TN,Manufacturing,LostTime,1
2017-09,TX,Construction,Indemnity,4
2017-09,TX,Construction,LostTime,18
2017-09,TX,Healthcare,Indemnity,2
2017-09,TX,Healthcare,LostTime,5
2017-09,TX,Manufacturing,Indemnity,43
2017-09,TX,Manufacturing,LostTime,86
2017-09,UT,Construction,Indemnity,1
2017-09,VA,Manufacturing,LostTime,1
2017-09,WA,Manufacturing,Indemnity,1
2017-09,WA,Manufacturing,LostTime,1
2017-09,WI,Construction,Indemnity,1
2017-09,WI,Construction,LostTime,4
2017-09,WI,Healthcare,LostTime,2
2017-09,WI,Manufacturing,Indemnity,9
2017-09,WI,Manufacturing,LostTime,24
2017-09,WV,Construction,LostTime,2
2017-09,WV,Healthcare,Indemnity,1
2017-09,WV,Manufacturing,Indemnity,1
2017-09,WV,Manufacturing,LostTime,5
2017-10,AL,Construction,LostTime,3
2017-10,AL,Healthcare,Indemnity,1
2017-10,AL,Manufacturing,Indemnity,11
2017-10,AL,Manufacturing,LostTime,17
2017-10,AR,Construction,Indemnity,1
2017-10,AR,Construction,LostTime,2
2017-10,AR,Healthcare,LostTime,2
2017-10,AR,Manufacturing,Indemnity,5
2017-10,AR,Manufacturing,LostTime,4
2017-10,AZ,Manufacturing,Indemnity,1
2017-10,CA,Manufacturing,LostTime,3
2017-10,CO,Construction,Indemnity,2
2017-10,CO,Construction,LostTime,3
2017-10,CO,Healthcare,LostTime,5
2017-10,CO,Manufacturing,Indemnity,5
2017-10,CO,Manufacturing,LostTime,11
2017-10,CT,Manufacturing,Indemnity,1
2017-10,CT,Manufacturing,LostTime,3
2017-10,DC,Construction,LostTime,3
2017-10,DC,Manufacturing,LostTime,2
2017-10,DE,Construction,LostTime,1
2017-10,DE,Healthcare,LostTime,1
2017-10,DE,Manufacturing,Indemnity,2
2017-10,DE,Manufacturing,LostTime,1
2017-10,FL,Construction,Indemnity,5
2017-10,FL,Construction,LostTime,25
2017-10,FL,Healthcare,Indemnity,1
2017-10,FL,Healthcare,LostTime,11
2017-10,FL,Manufacturing,Indemnity,12
2017-10,FL,Manufacturing,LostTime,54
2017-10,GA,Construction,Indemnity,2
2017-10,GA,Construction,LostTime,10
2017-10,GA,Healthcare,LostTime,2
2017-10,GA,Manufacturing,Indemnity,16
2017-10,GA,Manufacturing,LostTime,33
2017-10,ID,Construction,LostTime,1
2017-10,ID,Healthcare,LostTime,2
2017-10,ID,Manufacturing,Indemnity,4
2017-10,ID,Manufacturing,LostTime,3
2017-10,IL,Construction,Indemnity,1
2017-10,IL,Construction,LostTime,3
2017-10,IL,Healthcare,LostTime,2
2017-10,IL,Manufacturing,Indemnity,5
2017-10,IL,Manufacturing,LostTime,24
2017-10,KS,Healthcare,LostTime,1
2017-10,KS,Manufacturing,Indemnity,4
2017-10,KS,Manufacturing,LostTime,4
2017-10,KY,Healthcare,LostTime,1
2017-10,LA,Construction,LostTime,6
2017-10,LA,Manufacturing,Indemnity,2
2017-10,LA,Manufacturing,LostTime,14
2017-10,MA,Construction,LostTime,3
2017-10,MA,Healthcare,LostTime,1
2017-10,MA,Manufacturing,Indemnity,3
2017-10,MA,Manufacturing,LostTime,11
2017-10,ME,Construction,LostTime,1
2017-10,ME,Manufacturing,Indemnity,3
2017-10,ME,Manufacturing,LostTime,3
2017-10,MN,Manufacturing,Indemnity,1
2017-10,MO,Construction,Indemnity,2
2017-10,MO,Construction,LostTime,2
2017-10,MO,Healthcare,Indemnity,2
2017-10,MO,Healthcare,LostTime,1
2017-10,MO,Manufacturing,Indemnity,7
2017-10,MO,Manufacturing,LostTime,7
2017-10,MS,Healthcare,Indemnity,1
2017-10,MS,Manufacturing,Indemnity,6
2017-10,MS,Manufacturing,LostTime,9
2017-10,MT,Construction,LostTime,1
2017-10,MT,Manufacturing,Indemnity,1
2017-10,MT,Manufacturing,LostTime,1
2017-10,ND,Construction,Indemnity,1
2017-10,ND,Construction,LostTime,3
2017-10,ND,Healthcare,Indemnity,1
2017-10,ND,Manufacturing,Indemnity,4
2017-10,ND,Manufacturing,LostTime,7
2017-10,NE,Construction,LostTime,2
2017-10,NE,Healthcare,LostTime,2
2017-10,NE,Manufacturing,Indemnity,2
2017-10,NE,Manufacturing,LostTime,6
2017-10,NH,Healthcare,LostTime,1
2017-10,NH,Manufacturing,Indemnity,1
2017-10,NH,Manufacturing,LostTime,4
2017-10,NJ,Construction,Indemnity,2
2017-10,NJ,Construction,LostTime,1
2017-10,NJ,Healthcare,LostTime,2
2017-10,NJ,Manufacturing,Indemnity,8
2017-10,NJ,Manufacturing,LostTime,9
2017-10,NM,Manufacturing,LostTime,3
2017-10,NY,Construction,Indemnity,3
2017-10,NY,Construction,LostTime,6
2017-10,NY,Healthcare,LostTime,2
2017-10,NY,Manufacturing,Indemnity,12
2017-10,NY,Manufacturing,LostTime,22
2017-10,OH,Construction,Indemnity,1
2017-10,OH,Construction,LostTime,3
2017-10,OH,Healthcare,Indemnity,1
2017-10,OH,Healthcare,LostTime,1
2017-10,OH,Manufacturing,Indemnity,28
2017-10,OH,Manufacturing,LostTime,27
2017-10,OK,Construction,LostTime,6
2017-10,OK,Healthcare,LostTime,1
2017-10,OK,Manufacturing,Indemnity,7
2017-10,OK,Manufacturing,LostTime,12
2017-10,OR,Manufacturing,LostTime,1
2017-10,PA,Construction,Indemnity,4
2017-10,PA,Construction,LostTime,12
2017-10,PA,Healthcare,Indemnity,2
2017-10,PA,Healthcare,LostTime,9
2017-10,PA,Manufacturing,Indemnity,26
2017-10,PA,Manufacturing,LostTime,22
2017-10,RI,Healthcare,LostTime,1
2017-10,RI,Manufacturing,Indemnity,1
2017-10,SC,Construction,Indemnity,1
2017-10,SC,Construction,LostTime,1
2017-10,SC,Manufacturing,LostTime,1
2017-10,SD,Construction,LostTime,3
2017-10,SD,Manufacturing,Indemnity,1
2017-10,SD,Manufacturing,LostTime,6
2017-10,TN,Manufacturing,LostTime,1
2017-10,TX,Construction,Indemnity,7
2017-10,TX,Construction,LostTime,23
2017-10,TX,Healthcare,Indemnity,1
2017-10,TX,Healthcare,LostTime,3
2017-10,TX,Manufacturing,Indemnity,43
2017-10,TX,Manufacturing,LostTime,100
2017-10,UT,Manufacturing,Indemnity,1
2017-10,VA,Manufacturing,Indemnity,1
2017-10,WI,Construction,Indemnity,1
2017-10,WI,Construction,LostTime,1
2017-10,WI,Healthcare,LostTime,2
2017-10,WI,Manufacturing,Indemnity,10
2017-10,WI,Manufacturing,LostTime,24
2017-10,WV,Construction,LostTime,2
2017-10,WV,Healthcare,LostTime,1
2017-10,WV,Manufacturing,Indemnity,1
2017-11,AL,Construction,Indemnity,1
2017-11,AL,Construction,LostTime,2
2017-11,AL,Healthcare,Indemnity,2
2017-11,AL,Healthcare,LostTime,2
2017-11,AL,Manufacturing,Indemnity,8
2017-11,AL,Manufacturing,LostTime,18
2017-11,AR,Construction,LostTime,3
2017-11,AR,Healthcare,LostTime,2
2017-11,AR,Manufacturing,Indemnity,3
2017-11,AR,Manufacturing,LostTime,8
2017-11,AZ,Healthcare,Indemnity,1
2017-11,CA,Healthcare,LostTime,1
2017-11,CA,Manufacturing,Indemnity,1
2017-11,CA,Manufacturing,LostTime,1
2017-11,CO,Construction,Indemnity,1
2017-11,CO,Construction,LostTime,7
2017-11,CO,Healthcare,Indemnity,2
2017-11,CO,Healthcare,LostTime,2
2017-11,CO,Manufacturing,Indemnity,5
2017-11,CO,Manufacturing,LostTime,15
2017-11,CT,Construction,LostTime,2
2017-11,CT,Healthcare,LostTime,1
2017-11,CT,Manufacturing,Indemnity,4
2017-11,CT,Manufacturing,LostTime,6
2017-11,DC,Construction,LostTime,1
2017-11,DC,Healthcare,LostTime,1
2017-11,DC,Manufacturing,LostTime,1
2017-11,DE,Construction,Indemnity,1
2017-11,DE,Construction,LostTime,1
2017-11,DE,Manufacturing,Indemnity,1
2017-11,DE,Manufacturing,LostTime,1
2017-11,FL,Construction,LostTime,19
2017-11,FL,Healthcare,LostTime,6
2017-11,FL,Manufacturing,Indemnity,5
2017-11,FL,Manufacturing,LostTime,33
2017-11,GA,Construction,Indemnity,1
2017-11,GA,Construction,LostTime,9
2017-11,GA,Healthcare,Indemnity,1
2017-11,GA,Healthcare,LostTime,3
2017-11,GA,Manufacturing,Indemnity,17
2017-11,GA,Manufacturing,LostTime,28
2017-11,ID,Construction,LostTime,2
2017-11,ID,Healthcare,LostTime,2
2017-11,ID,Manufacturing,LostTime,2
2017-11,IL,Construction,Indemnity,1
2017-11,IL,Construction,LostTime,5
2017-11,IL,Healthcare,Indemnity,1
2017-11,IL,Healthcare,LostTime,5
2017-11,IL,Manufacturing,Indemnity,19
2017-11,IL,Manufacturing,LostTime,25
2017-11,IN,Manufacturing,LostTime,1
2017-11,KS,Healthcare,LostTime,2
2017-11,KS,Manufacturing,Indemnity,2
2017-11,KS,Manufacturing,LostTime,6
2017-11,LA,Construction,LostTime,4
2017-11,LA,Healthcare,LostTime,2
2017-11,LA,Manufacturing,Indemnity,2
2017-11,LA,Manufacturing,LostTime,7
2017-11,MA,Construction,Indemnity,1
2017-11,MA,Construction,LostTime,5
2017-11,MA,Healthcare,LostTime,2
2017-11,MA,Manufacturing,Indemnity,5
2017-11,MA,Manufacturing,LostTime,7
2017-11,ME,Healthcare,LostTime,1
2017-11,ME,Manufacturing,Indemnity,2
2017-11,ME,Manufacturing,LostTime,3
2017-11,MO,Construction,LostTime,4
2017-11,MO,Manufacturing,Indemnity,2
2017-11,MO,Manufacturing,LostTime,10
2017-11,MS,Construction,Indemnity,1
2017-11,MS,Construction,LostTime,3
2017-11,MS,Healthcare,LostTime,1
2017-11,MS,Manufacturing,Indemnity,1
2017-11,MS,Manufacturing,LostTime,7
2017-11,MT,Construction,LostTime,1
2017-11,MT,Healthcare,LostTime,2
2017-11,MT,Manufacturing,Indemnity,2
2017-11,MT,Manufacturing,LostTime,4
2017-11,ND,Construction,LostTime,2
2017-11,ND,Healthcare,Indemnity,1
2017-11,ND,Manufacturing,Indemnity,2
2017-11,ND,Manufacturing,LostTime,2
2017-11,NE,Construction,LostTime,1
2017-11,NE,Healthcare,LostTime,1
2017-11,NE,Manufacturing,LostTime,7
2017-11,NH,Healthcare,LostTime,1
2017-11,NH,Manufacturing,Indemnity,2
2017-11,NH,Manufacturing,LostTime,1
2017-11,NJ,Construction,LostTime,2
2017-11,NJ,Healthcare,LostTime,3
2017-11,NJ,Manufacturing,Indemnity,2
2017-11,NJ,Manufacturing,LostTime,9
2017-11,NV,Manufacturing,LostTime,1
2017-11,NY,Construction,Indemnity,1
2017-11,NY,Construction,LostTime,6
2017-11,NY,Healthcare,LostTime,7
2017-11,NY,Manufacturing,Indemnity,8
2017-11,NY,Manufacturing,LostTime,15
2017-11,OH,Construction,LostTime,6
2017-11,OH,Healthcare,Indemnity,1
2017-11,OH,Healthcare,LostTime,5
2017-11,OH,Manufacturing,Indemnity,21
2017-11,OH,Manufacturing,LostTime,24
2017-11,OK,Construction,Indemnity,1
2017-11,OK,Healthcare,Indemnity,1
2017-11,OK,Healthcare,LostTime,1
2017-11,OK,Manufacturing,Indemnity,4
2017-11,OK,Manufacturing,LostTime,13
2017-11,OR,Manufacturing,Indemnity,2
2017-11,OR,Manufacturing,LostTime,1
2017-11,PA,Construction,Indemnity,2
2017-11,PA,Construction,LostTime,7
2017-11,PA,Healthcare,Indemnity,1
2017-11,PA,Healthcare,LostTime,8
2017-11,PA,Manufacturing,Indemnity,16
2017-11,PA,Manufacturing,LostTime,23
2017-11,RI,Healthcare,LostTime,2
2017-11,RI,Manufacturing,LostTime,1
2017-11,SC,Manufacturing,LostTime,1
2017-11,SD,Construction,LostTime,1
2017-11,SD,Manufacturing,Indemnity,1
2017-11,SD,Manufacturing,LostTime,4
2017-11,TX,Construction,Indemnity,2
2017-11,TX,Construction,LostTime,19
2017-11,TX,Healthcare,Indemnity,1
2017-11,TX,Healthcare,LostTime,9
2017-11,TX,Manufacturing,Indemnity,33
2017-11,TX,Manufacturing,LostTime,72
2017-11,VA,Manufacturing,Indemnity,1
2017-11,VA,Manufacturing,LostTime,2
2017-11,WA,Manufacturing,LostTime,1
2017-11,WI,Construction,Indemnity,1
2017-11,WI,Construction,LostTime,4
2017-11,WI,Healthcare,LostTime,5
2017-11,WI,Manufacturing,Indemnity,18
2017-11,WI,Manufacturing,LostTime,17
2017-11,WV,Construction,LostTime,2
2017-11,WV,Healthcare,Indemnity,1
2017-11,WV,Healthcare,LostTime,1
2017-11,WV,Manufacturing,Indemnity,1
2017-11,WV,Manufacturing,LostTime,3
2017-12,AL,Construction,Indemnity,1
2017-12,AL,Construction,LostTime,1
2017-12,AL,Healthcare,LostTime,1
2017-12,AL,Manufacturing,Indemnity,4
2017-12,AL,Manufacturing,LostTime,8
2017-12,AR,Manufacturing,Indemnity,8
2017-12,AR,Manufacturing,LostTime,10
2017-12,CA,Construction,LostTime,3
2017-12,CA,Manufacturing,Indemnity,1
2017-12,CA,Manufacturing,LostTime,2
2017-12,CO,Construction,LostTime,8
2017-12,CO,Healthcare,LostTime,2
2017-12,CO,Manufacturing,Indemnity,7
2017-12,CO,Manufacturing,LostTime,16
2017-12,CT,Construction,LostTime,1
2017-12,CT,Healthcare,LostTime,3
2017-12,CT,Manufacturing,Indemnity,1
2017-12,CT,Manufacturing,LostTime,6
2017-12,DC,Construction,LostTime,2
